source_id,source,opus_id,日期,章节,问题,答案,卡号,起止行
1134645362212995072-04,第一赛季全国公开赛（上海）赛后判例,1134645362212995072,2025-11-13,常见问题与解答,Q：当我的场上存在2张【闪耀极光】时，回合结束，2张【闪耀极光】分别展示出【亡花掠食者】和【苍炎守护者】，假设对手不做出任何动作，将会发生什么？,"A：当你的回合结束时，2张【闪耀极光】的效果被触发。它们均被加入结算链待处理按照添加至结算链的顺序，依次确认2张【闪耀极光】的效果。
结算【闪耀极光】B的效果一它在结算链上为最新效果，展示出【亡花掠食者】，【亡花掠食者】被放入放逐区，然后将其放置到结算链，待处理。
继续【闪耀极光】B的结算，回收展示的卡牌。
清理，清理中确认待处理的【亡花掠食者】。
你可以选择将【亡花掠食者】打出到敌方控制的战场。如果你这样做了，此战场将在【亡花掠食者】打出后的清同理，处理【闪耀极光】A的效果并结算，直至打出【苍炎守护者】。
此时战场中虽然有我方的【亡花掠食者】，但这并非你控制的战场，故【苍炎守护者】无法打出到该战场。
完成【苍炎守护者】的确认并入场时触发【苍炎守护者】的打出时效果，将其添加到结算链上待处理。
清理，清理中确认待处理的【苍炎守护者】的打出时效果。
结算该效果。
清理，此时结算链上已无任何效果待处理,回合为普通开环状态，战斗开启，处理完成。",OGN-160、OGN-161、OGN-082,42-57
1134645362212995072-05,第一赛季全国公开赛（上海）赛后判例,1134645362212995072,2025-11-13,常见问题与解答,"Q：我对自已的单位使用【背水一战】后，在下个回合开始时，【瞬息】效果触发并结算，但由于【中娅沙漏】的效果使我的单位被召回至基地并未摧毁。接下来如双方均无其他操作，将发生什么？
A【背水一战】给与的战力增幅限定为本回合内，但【瞬息】效果将永久保持，故此单位将在下个回合开始阶段由于【瞬息】效果被摧毁。",A：（见判例原文）,OGN-069、OGN-077,58-62
1134645362212995072-06,第一赛季全国公开赛（上海）赛后判例,1134645362212995072,2025-11-13,常见问题与解答,Q：我对【幻梦之树】上已方的【旅行商人】使用一张【战或逃】后，将发生什么？,"A：【战或逃】放置到结算链上,成为待处理效果。
确认【战或逃】的效果，选择已方【旅行商人】。
触发【幻梦之树】的效果，将其加入结算链成为待处理效果。
清理，确认【幻梦之树】的效果。
结算【幻梦之树】的效果,抽一张牌。
结算【战或逃】的效果，移动【旅行商人】。
触发【旅行商人】的效果，将其加入结算链成为待处理效果。。
清理，确认【旅行商人】的效果。
结算【旅行商人】的效果。",OGN-292、OGN-185、OGN-168,74-84
1134645362212995072-07,第一赛季全国公开赛（上海）赛后判例,1134645362212995072,2025-11-13,常见问题与解答,Q：【卑鄙之喉的巢穴】【战或逃】,"A：虽然【卑鄙之喉的巢穴】禁止将基地作为移动的目的地。但【战或逃】的效果已经明确目的地为基地，玩家不需进行自的地选择，不受到【卑鄙之喉的巢穴】效果(无法以基地作为移动目的地)影响,所以【战或逃】可以被打出。
但由于【卑鄙之喉的巢穴】的效果，此次移动无法被完成。
综上，待命在【卑鄙之喉的巢穴】的【战或逃】可以被打出，但无法将单位移动至基地。",OGN-295、OGN-168,85-89
1134645362212995072-08,第一赛季全国公开赛（上海）赛后判例,1134645362212995072,2025-11-13,常见问题与解答,Q：在场上不存在任何装备时，我能否打出【废物利用】，并因其效果抽一张牌？,A：在最新勘误中，【废物利用】的效果增加了“至多”字样，故【废物利用】能在不存在任何装备时打出，并因其效果抽张牌,OGN-224,90-93
1160282840232886273-01,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,赛事处罚,Q：裁判介入,"A：当裁判认为玩家对局中疑似存在游戏错误时,裁判有权在任何时刻介入比赛
并询问具体游戏情况。主动对不规范/错误的游戏内容进行修正，并给出相应判罚
与补时。",,14-17
1160282840232886273-02,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,Q：对方能否因【德莱文（艺高胆大）】的技能获得“赢得战斗”的1分?,A：可以。,SFD-148,19-53
1160282840232886273-03,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,Q：【德莱文（艺高胆大）】因【帝国谕令】的效果被摧毁后，“当我在战斗中被摧毁时”效果会触发吗?,"A：不会。
关于此判例：裁判团队经现行规则推理作出后于官方FAQ发布当日立即与设计师沟通并确认，符合现行规则与设计意图。具体结算方式的规则细节将在下一次官方核心规则更新中进一步明确。为保障本赛季区域公开赛4场赛事裁定标准一致，将都采用这一结果执行裁定。
己，【狂热粉丝】【德莱文（血斧飞旋）】【劫掠船巷】",SFD-148、OGN-221、SFD-128、SFD-020、OGN-285,19-53
1160282840232886273-04,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,Q：我方的【狂热粉丝】和【德莱文（血斧飞旋）】共同防守【劫掠船巷】，当敌方单位进攻【劫掠船巷】时，上述卡牌及其效果会以什么顺序进行结算？,"A：【狂热粉丝】的技能、【德莱文（血斧飞旋）】的技能、【劫掠船巷】的技能会作为这场战斗的防守触发在同一时点满足触发条件，由防守方自排触发顺序。【狂热粉丝】的技能在确认时选择目标,在结算时选择是否摧毁自己以此移动敌方单位；
【德莱文（血斧飞旋）】的技能在确认时无需做出选择,在结算时选择是否支付[R],如果支付则获得战力+2；劫掠船巷的技能在确认时选择目标，在结算时选择是否移动。",SFD-128、SFD-020、OGN-285,19-53
1160282840232886273-05,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,Q：我方【德莱文（血斧飞旋）】进攻敌方【狂热粉丝】独自防守的战场，【德莱文（血斧飞旋）】斧飞旋】的技能和【狂热粉丝】的技能会以什么顺序进行结算？,"A：【德莱文（血斧飞旋）】作为进攻方,其技能先触发；【狂热粉丝】作为防守方,其技能后触发但先结算。
的技能结算后战斗会结束吗？
不会结束，此时仍处于战斗开启的法术对决中。",SFD-020、SFD-128,54-60
1160282840232886273-06,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,"Q：某战场中战斗开启的法术对决正在进行，此时通过驭风而行进入该战场的【德莱文（血斧飞旋）】,在本场战斗中首次获得了进攻方(防守方)身份,其技能会触发吗?",A：会触发。,SFD-020,75-83
1160282840232886273-07,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,"Q：某战场中战斗开启的法术对决正在进行，此时通过【驭风而行】进入该战场的【德莱文（血斧飞旋）】,在本场战斗中再次获得了进攻方(防守方)身份,其技能会触发吗？",A：不会触发。,OGN-173、SFD-020,75-83
1160282840232886273-08,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,"Q：我方传奇是【荣耀行刑官】，,我方单位移动进一处开放战场开启了法术对决，对方在该法术对决中通过【驭风而行】将一名敌方单位移动到该战场,我方在该法术对决中通过【战或逃】将该敌方单位移动回基地，此后双方均让过法术对决。在我方征服得分前，【荣耀行刑官】的技能会触发吗?","A：不会触发,因为上述情景中并未发生战斗。【驭风而行】成功结算后战斗待发生，【战或逃】成功结算后战斗不再处于待发生状态。",SFD-185、OGN-173、OGN-168,84-90
1160282840232886273-09,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,Q：当我贴附有【阿瑞昂的陨落】和一件【三相之力】的单位在【清算人竞技场】完成征服时，我获得几分？,A：2分。,SFD-030、SFD-115、OGN-286,105-113
1160282840232886273-10,第二赛季区域公开赛-福州站赛后判例,1160282840232886273,2026-01-21,常见问题与解答,"Q：当我贴附有【阿瑞昂的陨落】和一件【三相之力】的单位在【清算人竞技场】完成据守时,我获得几分？","A：3 分。
赛事的热情和期待致以最诚挚的感谢。",SFD-030、SFD-115、OGN-286,105-113
1163166481226137616-01,第二赛季区域公开赛-成都站赛后判例,1163166481226137616,2026-01-29,赛事处罚,Q：游戏行动过慢,"A：当裁判认为玩家对局中思考时间过长，或整体对局操作节奏缓慢时，有权主
动介入提醒。若提醒后情况仍未改变，裁判将给出【警告】判罚，累积的【警告】判罚
可能导致【单局判负】。",,14-17
1163166481226137616-02,第二赛季区域公开赛-成都站赛后判例,1163166481226137616,2026-01-29,常见问题与解答,Q：我方贴附了【先锋之眼】的【黄沙士兵】移动至战场时，对手反应打出【罡风】】使我的【黄沙士兵】离场，我能否因【先锋之眼】的效果打出一名【随从】到战场？,A：不能，【先锋之眼】的效果文本描述为“当我移动时，在此处打出一名1战力的‘随从””。【罡风】结算后，【先锋之眼】效果文本中“此处”的信息已丢失。,SFD-153、SFD-T02、OGN-169、VEN-T04,19-28
1163166481226137616-03,第二赛季区域公开赛-成都站赛后判例,1163166481226137616,2026-01-29,常见问题与解答,Q：我方基地存在贴附【先锋之眼】的【黄沙士兵】，我方使用战场上【阿兹尔（飞升者）】升者】的<迅捷>技能，将【阿兹尔（飞升者）】和【黄沙士兵】换位并贴附【先锋之眼】，此时能否打出【随从】？如可以，打出到什么位置？,A：可以打出随从，先锋之眼的效果被黄沙士兵的移动触发，随从被打出到战场。,SFD-153、SFD-T02、SFD-050、VEN-T04,19-28
1163166481226137616-04,第二赛季区域公开赛-成都站赛后判例,1163166481226137616,2026-01-29,常见问题与解答,"Q：分配战斗伤害后的战斗清理中，我方的戈拉斯克调酒师和坏坏魄罗）在我方控制的战场同时被摧毁,我能否在后续结算【戈拉斯克调酒师】的<绝念>效果时将此【坏坏魄罗】重新打出到这个战场?","A：可以,如对方单位在场，则在确立此战场控制权归属前，,开启第二次战斗。
赛事的热情和期待致以最诚挚的感谢。",SFD-165、SFD-069,43-49
1165431670649651201-01,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（支付错误费用及补救措施的裁定,"A：根据赛事规则702.9.b.1，玩家支付错误费用后，裁判应回溯游戏至该卡牌打出前
的时刻。
而关于卡牌打出前时刻的定义,根据核心规则346-394,打出卡牌前的最后步骤
是支付总费用。详情如下：
1.将要打出的卡牌从其所在区域移除,然后放到结算链上。",,14-19
1165431670649651201-02,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（赛事处罚第2条）,A：做出必要的选择。,,20-20
1165431670649651201-03,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（赛事处罚第3条）,A：确定总费用。,,21-21
1165431670649651201-04,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（赛事处罚第4条）,A：支付卡牌费用。,,22-22
1165431670649651201-05,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（赛事处罚第5条）,A：检查合法性。,,23-23
1165431670649651201-06,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,赛事处罚,Q：（赛事处罚第6条）,"A：在结算链上确认此卡牌,并按照卡牌的打出类别继续进行。
其中，,常驻牌在确认时将直接离开结算链,进入其选择的位置,变为游戏物体。此
时，常驻牌视为打出
在此常驻牌打出前,玩家参与的最后一个游戏步骤为【支付卡牌费用】,所以裁定
回溯游戏至此刻。
这时玩家打出卡牌的位置已经完成选择并确定，无法更换。
以上裁定依据裁判组提前制定的回溯游戏标准作出，并在过往赛事中以此标准统
一要求,并且将在本赛季区域公开赛中继续沿用;该标准是否在未来赛事中依旧
沿用，需等待官方规则进一步更新明确。",,24-32
1165431670649651201-07,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,"Q：我方废牌堆中存在【裂魂者喇煞】，废牌堆在包含【裂魂者喇煞】的情况下，共计6张卡牌。此时我因【临终仪式】的效果,将打出裂魂者喇煞】,我该支付多少费用？","A：5法力费用，1混沌符能费用。打出卡牌的第一步为：“将要打出的卡牌从其所在区域移除,然后放到结算链上。”此时裂魂者喇煞】已离开废牌堆,废牌堆卡牌共计5张。这意味着在之后的确定费用步骤,废牌堆的卡牌数量仍为5张,故(裂魂者喇煞】的效果只能减少5法力费用。",OGN-195、SFD-150,47-57
1165431670649651201-08,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,Q：若此时我的费用不足，裂魂者喇煞)无法打出，裂魂者喇煞)应在哪个游戏区域?,A：废牌堆。临终仪式的效果并未指示玩家将选择的卡牌移至放逐区。,,47-57
1165431670649651201-09,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,Q：我方主牌堆剩余两张卡牌，此时我使用【预判攻势】并进行<回响>，会【燃尽】吗？,A：不会，两张卡牌均会加入手牌。,SFD-122,58-66
1165431670649651201-10,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,"Q：我方主牌堆剩余一张卡牌，此时我使用【预判攻势】并进行<回响>,会【燃尽】吗？","A：会,会先将主牌堆中唯一的一张卡加入手牌,然后在执行<回响>前进行【燃尽】流程,最后再执行【预判攻势】的<回响>查看主牌堆顶部两张卡,抽取其中张然后回收另一张卡牌。",SFD-122,58-66
1165431670649651201-11,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,"Q：我方单位正在进攻一处对方防守的战场,此时我使用【扑咚！】能否选择对手正在防守中的单位?","A：不可以。【扑咚！】只能眩晕一名进攻方单位。由于此时【扑咚！】已经被放置到结算链,玩家只能选择战场上正在进攻的已方单位作为【扑咚！】的合法目标并眩晕该单位。若此时玩家发现错误支付【扑咚！】费用，应修正其费用支付,并按照已作出的选择完成此法术的结算。",SFD-040,81-87
1165431670649651201-12,第二赛季区域公开赛-大连站赛后判例,1165431670649651201,2026-02-04,常见问题与解答,"Q：我方【坏坏魄罗】征服【月帷祭坛】时,是否可以通过【月帷祭坛】的效果将【坏坏魄罗】效果打出的【金币】指示物变为活跃状态?","A：不可以。尽管【坏坏魄罗】和【月帷祭坛】的技能同时触发,其操控者可以自选两个技能加入结算链的顺序,但无论将哪个技能先放入结算链，月惟祭坛】的技能都要在确认时选择目标友方装备,而此时【坏坏魄罗】的技能尚未完成结算，【金币】指示物尚未被打出，因此无法通过【月帷祭坛】的效果将之后打出的【金币】指示物变为活跃状态。
赛事的热情和期待致以最诚挚的感谢。",SFD-069、SFD-221、SFD-T03、UNL-T05、VEN-T02,88-97
1168377215052677145-01,第二赛季区域公开赛-南京站赛后判例,1168377215052677145,2026-02-12,常见问题与解答,"Q：【阿克尚（放浪不羁）】B先被摧毁,此时【长剑】位于何处?控制权属于哪方?","A：【长剑】贴附于【阿克尚（放浪不羁）】C,控制权属于我方。",SFD-109、SFD-022,14-21
1168377215052677145-02,第二赛季区域公开赛-南京站赛后判例,1168377215052677145,2026-02-12,常见问题与解答,"Q：随后【阿克尚（放浪不羁）】C被摧毁,此时【长剑】位于何处?控制权属于哪方？","A：【长剑】此时位于我方基地,控制权属于我方。",SFD-109、SFD-022,14-21
1168377215052677145-03,第二赛季区域公开赛-南京站赛后判例,1168377215052677145,2026-02-12,常见问题与解答,"Q：我方使用【罪恶快感】选择战场上的敌方单位为目标，此时对方反应打出【闪现】选择该单位为目标并成功结算。此时我方【罪恶快感】目标丢失,结算【罪恶快感】恶快感)时,仍需弃置一张手牌吗?","A：需要。【罪恶快感】的文本与【虚空索敌】模式相同,目标丢失时仍需弃置手牌。",OGN-008、OGS-011、OGN-024,22-27
1168377215052677145-04,第二赛季区域公开赛-南京站赛后判例,1168377215052677145,2026-02-12,常见问题与解答,"Q：我方征服【传奇殿堂】时，能否通过自行决定加入结算链顺序的操作使休眠的（虚空遁地兽】因传奇殿堂）的效果活跃，并再次休眠虚空遁地兽】以展示主牌堆顶的两张牌,打出其中一张,回收另一张?","A：可以。
赛事的热情和期待致以最诚挚的感谢。",SFD-210,42-48
1177978964457553924-01,规则更新和禁卡规划的说明,1177978964457553924,2026-03-10,,Q：符文战场关于规则更新和禁卡规划的说明,"A：关干规则更新和禁卡规划的说明
先放上省流版结论，需要了解更多详情的朋友，可以直接往下翻阅完整内容！
1：我们正在讨论未来是否会因某些过于强势的打法套路而禁用部分卡牌。不过，现阶
段尚无任何具体的禁卡名单，我们也尚未确定具体的禁卡实施时间。
2：3月30日将发布一份独立的规则更新，内容包括下个系列“破限”所引入的新机制，
以及关于判罚、裁判回溯、极端情况等问题的进一步阐释。
自“铸魂淬炼”系列上线以来，我们一直在关注游戏环境的演变，重点观察了CN赛区举行
的四场区域公开赛，以及博洛尼亚和拉斯维加斯的地区资格赛等重大赛事。同时，我们也在持
续留意某些玩法策略是否变得过于强势，或者是否带来负面的游戏体验。我们先前承诺过，一
旦考虑实施禁卡，会第一时间向大家同步。基于目前的观察结果，我们已经在内部展开了关于
禁卡可能性的讨论。
正如上个月所分享的那样（链接请见评论区），我们的理念始终是：禁牌只能作为最后手
段。假如要让一张卡牌彻底退出环境，我们必须得有明确和充分的理由，并且必须确保该举措
能显著改善玩家的游戏体验。我们的目标是采取审慎的做法，确保每个系列中都有尽可能多的
卡牌能在当前环境中拥有一席之地。如果我们确实在各个层级的比赛中观察到了值得观察和审
视的趋势。
我们正持续观祭游戏坏境的演变并分析相关数据，自前尚未做出最终决定。任何改动都将
等到3月下旬的深圳全国公开赛结束后才会公布。正如我们此前承诺的那样，我们绝不会在重
大赛事临近时作出大幅改动，以确保玩家有足够的时间进行测试并调整卡组战术。
此外，我们将在3月30日发布一次规则更新。本次更新除了为“破限”系列的新机制提供
规则支持外，还会针对判罚措施、裁判回溯、规则歧义以及其他极端情况作出更清晰的界定。
在这些更新正式发布前，不同地区赛事之间的裁决可能仍会存在细微差异，请各位玩家继续遵
循当地裁判提供的裁决。
今天的分享就到这里！能看到我们的社区日益壮大，见证全球各地的玩家不断构筑出新奇
的的卡组与打法，我和整个《符文战场：英雄联盟对战卡牌》团队都非常乐在其中。欢迎大家
继续向我们踊跃抛出各种问题、建议与反馈。我们会尽最大努力，继续以这种透明、积极的方
式为大家同步最新资讯，再次感谢大家一直以来的支持！",,1-9999
1184426593019232338-01,第二赛季全国公开赛赛后判例,1184426593019232338,2026-03-27,常见问题与解答,Q：（常见问题与解答第①条）,"A：【阿兹尔（帝君）】（以下简称【阿兹尔（帝君）】）、【恶意收购】
我方【阿兹尔（帝君）】进攻对方一处战场，触发【阿兹尔（帝君）】的技能并选择将5名
我方【黄沙士兵】移动到此战场。对方在【阿兹尔（帝君）】技能结算前
待命打出【恶意收购】并获得【阿兹尔（帝君）】的控制权，之后已经位于结算链
上【阿兹尔（帝君）】的技能将如何结算？
【阿兹尔（帝君）】的技能将会正常结算，我方将5名【黄沙士兵】移动到此战场，
战斗继续。",SFD-177、SFD-202、SFD-T02,12-18
1184426593019232338-02,第二赛季全国公开赛赛后判例,1184426593019232338,2026-03-27,常见问题与解答,Q：【德莱文（艺高胆大）】,"A：我方战场上有【德莱文（艺高胆大）】A和【德莱文（艺高胆大）】B，对方【铁甲先锋】进攻此战场，双方法术对决期间均无操作。对方选择分配全部伤害给【德莱文（艺高胆大）】A，战斗结束后将如何进行结算？
先结算【德莱文（艺高胆大）】B的赢得战斗技能，我方获得一分；再结算【德莱文（艺高胆大）】A的在战斗中被摧毁技能，对方获得一分。",SFD-148、SFD-021,19-24
1184426593019232338-03,第二赛季全国公开赛赛后判例,1184426593019232338,2026-03-27,判罚相关,Q：（判罚相关第①条）,"A：关于选手忘记将选定英雄从主牌堆中取出并放入选定英雄区域的判罚
如果任何选手或裁判在抽取起始手牌前发现该错误，尽可能将卡组恢复至
正确状态，然后指示选手继续游戏。
如果在抽取起始手牌后发现错误，若该错误是由对手发现，则给予犯错选手
【单局判负】判罚。如果由犯错选手自己或裁判发现，需由裁判判断局面是
否可以被轻易复原，如不能，给予犯错选手【单局判负】判罚，由于对手未
及时发现并指出游戏错误，同时给予对手【警告】判罚；如可以，复原场面
后给予双方选手【警告】判罚并指示选手继续游戏。
裁判组提醒：在对局中所有选手有义务留意双方场面情况，互相提醒避免任
意一方出现游戏错误，并在对局过程中与对手进行积极友好的沟通。",,35-44
1184426593019232338-04,第二赛季全国公开赛赛后判例,1184426593019232338,2026-03-27,判罚相关,Q：关于以不当方式决定胜负的判罚,"A：在本场全国公开赛中出现较多试图使用使用不当方式决定胜负（包括但不限
于郑硬币、掷殷子或进行其他游戏），如果参与此类违规行为，视情况不同
将可能会造成最高【取消资格】甚至【禁赛】等判罚。
根据规则，提出或接受以不当方式决定胜负的提议，即视为参与了此类违
规行为。
裁判组提醒：所有召唤师在面对对手提出任何违规提议时需要严肃拒绝，及
时呼叫裁判处理，如未表达明确拒绝，将由裁判调查实际情况给出最终判罚
结果。",,45-53
1204434245046501409-01,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,Q：此时结算【月之降临】能将单位C移动至战场a吗?,A：不能。,UNL-198,12-19
1204434245046501409-02,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,Q：此时结算【月之降临】能让战场a的对方单位B战力-2吗？,A：不能。,UNL-198,12-19
1204434245046501409-03,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,Q：我方打出【牺牲】选择摧毁【峡谷先锋】作为额外费用，【峡谷先锋】的<绝念>和【牺牲】如何结算？,"A：先结算【峡谷先锋】的<绝念>,再结算【牺牲】。",UNL-173、UNL-179,20-23
1204434245046501409-04,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,Q：我方【卡银娜·薇蕊泽】移动到敌方控制的战场，对方反应【卡银娜·薇蕊泽】的技能打出【卡兹克（恐怖畸变）】，【卡兹克（恐怖畸变）】的技能是否会触发，让其战力+2并获得2经验？,"A：不能,打出【卡兹克（恐怖畸变）】时还未开启战斗,因此其技能不会在此时触发。待【卡银娜·薇蕊泽】的技能结算后战斗开启，【卡兹克（恐怖畸变）】获得防守方身份，但此时已不满足其触发式技能的额外条件。",SFD-179、UNL-143,24-30
1204434245046501409-05,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,"Q：我方基地有【中娅沙漏】和【奥恩（铁匠）】,我打出【厄塔汗】选择摧毁【奥恩（铁匠）】铁匠】作为额外费用，【奥恩（铁匠）】因为【中娅沙漏】的技能被召回,我是否可以支付5法力2符能打出【厄塔汗】？",A：可以。,OGN-077、SFD-058、UNL-170,42-46
1204434245046501409-06,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,"Q：我方基地有【中娅沙漏】和单位A,我打出【莱卓斯指挥官】选择摧毁单位A作为额外费用，单位A因为【中娅沙漏】的技能被召回，我是否可以支付6法力3符能打出【莱卓斯指挥官】?",A：可以。,OGN-077、OGN-231,47-51
1204434245046501409-07,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,"Q：我方基地有【中娅沙漏】和单位A、B,此时我方打出【断魂一扼】选择单位A(摧毁目标)和单位B,结算时单位A因为【中娅沙漏】的技能被召回,单位B可以增加战力吗？",A：不可以。,OGN-077、SFD-163,52-56
1204434245046501409-08,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,"Q：我方基地有【中娅沙漏】和单位A,我打出【残酷复活】选择摧毁单位A作为额外费用，并选择废牌堆中的单位B作为目标,单位A因为【中娅沙漏】的技能被召回，结算时我是否可以打出单位B？",A：不可以，残酷复活】在结算时无法读取<被摧毁单位>的费用信息，因此无法打出。,OGN-077、UNL-142,57-62
1204434245046501409-09,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,常见问题与解答,Q：我方基地有【中娅沙漏】和单位A，我激活【海兽钓钩】的技能选择摧毁单位A，结算时单位A因为中娅沙漏】的技能被召回，我是否可以打出查看的卡牌中一名战力比单位A最多高1点的单位？,A：不可以，【海兽钓钩】的技能在结算时无法读取<被摧毁单位>的战力信息，因此无法打出任何单位卡牌。,OGN-077、OGN-242,75-80
1204434245046501409-10,第三赛季区域公开赛-苏州站赛后判例,1204434245046501409,2026-05-20,判罚相关,Q：关于贿,"A：贿赂行为涵盖任何试图影响比赛的行动，而不仅限于最终结果。
禁止玩家以一场对局或比赛结果、游戏内行动或退出比赛为交换条件来共
享当前赛事尚未发放的奖品，一旦产生以上行为双方将受到最高【禁赛】的处
罚。
裁判组提醒：
所有召唤师在面对对手提出任何违规提议时需要严肃拒绝，及时呼叫裁判处
理，如未表达明确拒绝，将由裁判调查实际情况给出最终判罚结果。
赛事的热情和期待致以最诚挚的感谢。",,82-91
1207047303099056151-01,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,"Q：对方战场有2名3战力单位A、B,对方基地有【中娅沙漏】。我方打出【涌泉之恨】之恨选择摧毁单位A，单位A因为中娅沙漏】的技能被召回，此时我是否可以支付1符能将【涌泉之恨】从废牌堆中打出?",A：可以。,OGN-077、UNL-186,12-16
1207047303099056151-02,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：对方战场有【薇古丝（冷眼旁观）】，我方在回合结束时通过【闪耀极光】打出的单位受到的眩晕会持续到什么时候？,A：这个单位在接下来的对方回合中会维持眩晕，直至对方回合结束步骤开始时失去眩晕状态。（在核心规则相关内容调整前，请以当前判例为准。）,UNL-150、OGN-160,17-21
1207047303099056151-03,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：【彗（焚心绘华）】的根据被弃置卡牌的类型执行效果的技能是否为内嵌式触发技能?,A：是。,UNL-080,22-32
1207047303099056151-04,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：【猛龙摆尾】的内嵌式触发技能和【彗（焚心绘华）】的触发式技能将会如何结算?,A：按照结算链上的顺序倒序结算。先结算【猛龙摆尾】的内嵌式触发技能，再结算【彗（焚心绘华）】因移动导致的触发式技能，最后结算【彗（焚心绘华）】嵌式触发技能。,OGN-258、UNL-080,22-32
1207047303099056151-05,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：我方回合据守【皮城学院】，随后打出【卡牌骗术】并选择<回响>，对方打出【遗弃】选择【卡牌骗术】，【卡牌骗术】回手后，我重新打出【卡牌骗术】，请问我是否还能选择<回响>?,A：不能。,UNL-216、OGN-183、UNL-131,46-50
1207047303099056151-06,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：我方2名【娜美（移海之志）】成功据守一处战场，随后我方可以通过【娜美（移海之志）】移海之志】的技能打出几名活跃单位并给予其增益？,A：1名。,UNL-052,51-54
1207047303099056151-07,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：我方没有控制的战场，我能否打出【前来相助】并选择不打出单位？,A：可以。,SFD-111,55-59
1207047303099056151-08,第三赛季区域公开赛-西安站赛后判例,1207047303099056151,2026-05-27,常见问题与解答,Q：如果可以，此时【拉文布鲁姆学生】能否触发技能使其战力+1?,A：可以。,OGN-103,55-59
1212165186176155648-01,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：【黛安娜（皎月化身）】的技能在确认时支付1法力还是在结算时支付1法力？,A：结算时支付。,UNL-079,12-14
1212165186176155648-02,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：我方【黛安娜（皎月化身）】移动进战场并选择触发技能，此时对方反应打出【罡风】选择【黛安娜（皎月化身）】并成功结算，此时我方在结算【黛安娜（皎月化身）】身的技能时还能支付1法力并执行后续操作吗？,A：可以。,UNL-079、OGN-169,15-19
1212165186176155648-03,第三赛季区域公开赛-天津站赛后判例,1212165186176155648,2026-06-10,常见问题与解答,Q：对方单位移动进空战场开启非战斗法术对决并让过焦点，我方打出驭风而行】选择黛安娜-皎月化身】移动进该战场，是否会触发【黛安娜（皎月化身）】的技能?,A：不会。,UNL-079,20-28
